   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:315(UnitsContainer)
        1    0.000    0.000    0.000    0.000 {built-in method openmm._openmm.Force_swigregister}
        1    0.000    0.000    0.000    0.000 openbabel.py:404(vectorpOBGenericData)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        1    0.000    0.000    0.000    0.000 openmm.py:1335(seti)
        1    0.000    0.000    0.000    0.000 version.py:65(_BaseVersion)
        1    0.000    0.000    0.000    0.000 isolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coreviews.py:22(AtlasView)
        7    0.000    0.000    0.000    0.000 formatting.py:159(wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:1698(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.OBConformerData_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.OBForceField_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel._OBMolAtomIter_swiginit}
        2    0.000    0.000    0.000    0.000 __init__.py:629(decorator)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
        1    0.000    0.000    0.000    0.000 parser.py:127(parse_stream_start)
       10    0.000    0.000    0.000    0.000 typing.py:2938(_namedtuple_mro_entries)
        5    0.000    0.000    0.000    0.000 __init__.py:757(path)
        1    0.000    0.000    0.001    0.001 _common.py:59(from_package)
        1    0.000    0.000    0.000    0.000 plural.py:618(_UnicodeCompiler)
        1    0.000    0.000    0.000    0.000 environment.py:1574(TemplateStream)
        1    0.000    0.000    0.000    0.000 openbabel.py:4184(OBCisTransConfig)
        1    0.000    0.000    0.000    0.000 __init__.py:439(LibraryLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:896(MetadataPathFinder)
       10    0.000    0.000    0.000    0.000 zipfile.py:1071(seekable)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 neighbor_degree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 walks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 reader.py:177(update_raw)
        1    0.000    0.000    0.000    0.000 plural.py:83(PluralRule)
        1    0.000    0.000    0.000    0.000 decomp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 group.py:28(BeginGroup)
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.vectorInt_swigregister}
      2/1    0.000    0.000    0.000    0.000 _psosx.py:343(wrapper)
        1    0.000    0.000    0.000    0.000 extendability.py:1(<module>)
       11    0.000    0.000    0.000    0.000 async_utils.py:12(async_variant)
        1    0.000    0.000    0.000    0.000 numerictypes.py:434(__getitem__)
        1    0.000    0.000    0.000    0.000 zipfile.py:806(ZipExtFile)
        1    0.000    0.000    0.000    0.000 __init__.py:975(distribution)
        1    0.000    0.000    0.000    0.000 mst.py:968(SpanningTreeIterator)
        1    0.000    0.000    0.000    0.000 utils.py:1160(SerializableLock)
        1    0.000    0.000    0.000    0.000 __init__.py:331(__init__)
        1    0.000    0.000    0.000    0.000 compiler.py:165(Frame)
        1    0.000    0.000    0.000    0.000 basedimension.py:41(BaseDimension)
        4    0.000    0.000    0.000    0.000 mymatrix.py:187(is_square)
        1    0.000    0.000    0.000    0.000 openbabel.py:151(vectorvInt)
        1    0.000    0.000    0.000    0.000 openbabel.py:312(vectorOBBond)
        1    0.000    0.000    0.000    0.000 __init__.py:862(Prepared)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _common.py:42(resolve)
        2    0.000    0.000    0.000    0.000 _adapters.py:165(wrap_spec)
        1    0.000    0.000    0.000    0.000 dispersion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:633(ProcessPoolExecutor)
        2    0.000    0.000    0.000    0.000 flexparser.py:1394(<genexpr>)
        1    0.000    0.000    0.000    0.000 platform.py:783(uname_result)
        2    0.000    0.000    0.000    0.000 _adapters.py:42(__new__)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.001    0.001 base_class.py:44(__call__)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 callbacks.py:10(Callback)
        1    0.000    0.000    0.000    0.000 registry.py:175(ApplicationRegistry)
        1    0.000    0.000    0.000    0.000 objects.py:23(System)
        1    0.000    0.000    0.000    0.000 toolkit_registry.py:25(ToolkitRegistry)
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.OBBase_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.OBMolBondBFSIter_swigregister}
        1    0.000    0.000    0.000    0.000 openbabel.py:1250(OBOrbitalData)
        1    0.000    0.000    0.000    0.000 openbabel.py:1272(OBElectronicTransitionData)
        1    0.000    0.000    0.000    0.000 __init__.py:1303(Manager)
        8    0.000    0.000    0.000    0.000 utils.py:46(pass_eval_context)
        1    0.000    0.000    0.000    0.000 _sf_error.py:1(<module>)
        1    0.000    0.000    0.025    0.025 registry.py:75(__init__)
        1    0.000    0.000    0.000    0.000 quantity.py:1356(__mul__)
        1    0.000    0.000    0.000    0.000 openbabel.py:568(OBGlobalDataBase)
        1    0.000    0.000    0.000    0.000 argparse.py:1335(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 openbabel.py:335(vectorOBResidue)
        7    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 openbabel.py:2627(OBRingSearch)
       24    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 cytoscape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 union_find.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:337(SimpleQueue)
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.OBFFConstraint_swigregister}
        1    0.000    0.000    0.000    0.000 __init__.py:670(FastPath)
        1    0.000    0.000    0.001    0.001 _threadsafety.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:811(__getattr__)
        1    0.000    0.000    0.000    0.000 thread.py:118(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 nodes.py:621(Tuple)
        2    0.000    0.000    0.000    0.000 typing.py:343(_tp_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:221(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 representer.py:134(SafeRepresenter)
        1    0.000    0.000    0.000    0.000 _pep440.py:165(LegacyVersion)
        1    0.000    0.000    0.000    0.000 openmm.py:18196(CustomExternalForce)
        1    0.000    0.000    0.000    0.000 __init__.py:299(_TimedCache)
        1    0.000    0.000    0.000    0.000 {built-in method openmm._openmm.AmoebaWcaDispersionForce_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.OBFreeGridPoint_swigregister}
        1    0.000    0.000    0.000    0.000 openbabel.py:197(vectorULong)
        1    0.000    0.000    0.000    0.000 openbabel.py:476(vpairUIntUInt)
        2    0.000    0.000    0.000    0.000 _compat.py:53(pypy_partial)
        1    0.000    0.000    0.000    0.000 openbabel.py:174(vectorDouble)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 registry.py:70(_register_definition_adders)
        1    0.000    0.000    0.000    0.000 openmm.py:17846(DrudeLangevinIntegrator)
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.OBFFParameter_swigregister}
       10    0.000    0.000    0.000    0.000 _pytesttester.py:76(__init__)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        2    0.000    0.000    0.000    0.000 registry.py:22(__init_subclass__)
        1    0.000    0.000    0.000    0.000 __init__.py:277(RRCache)
        1    0.000    0.000    0.000    0.000 openbabel.py:128(vectorUnsignedInt)
        6    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 laplacian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 registry.py:67(<listcomp>)
       12    0.000    0.000    0.000    0.000 _parser.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 dbapi2.py:54(register_adapters_and_converters)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
       11    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        1    0.000    0.000    0.000    0.000 openmm.py:2715(Integrator)
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.OBRingData_swigregister}
        1    0.000    0.000    0.000    0.000 openbabel.py:427(vectorpOBInternalCoord)
        1    0.000    0.000    0.000    0.000 openbabel.py:1128(OBTorsion)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vertex_cover.py:1(<module>)
        1    0.000    0.000    0.000    0.000 openbabel.py:2372(OBReactionFacade)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.000    0.000 openbabel.py:289(vectorOBMol)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 registry.py:316(_register_adder)
        6    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        1    0.000    0.000    0.000    0.000 hybrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 highlevelgraph.py:48(Layer)
        1    0.000    0.000    0.000    0.000 openbabel.py:358(vectorOBRing)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:531(Formatter)
        1    0.000    0.000    0.000    0.000 branchings.py:1404(Partition)
        1    0.000    0.000    0.000    0.000 __init__.py:787(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 _backend.py:324(set_global_backend)
        1    0.000    0.000    0.000    0.000 readers.py:58(MultiplexedPath)
        1    0.000    0.000    0.000    0.000 flexcache.py:399(DiskCacheByHash)
        1    0.000    0.000    0.000    0.000 openbabel.py:3272(OBQuery)
        1    0.000    0.000    0.000    0.000 openbabel.py:1149(OBTorsionData)
       25    0.000    0.000    0.000    0.000 typing.py:2256(cast)
        1    0.000    0.000    0.000    0.000 openbabel.py:266(vectorvVector3)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1136(get_resource_reader)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 __init__.py:873(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:467(SelectableGroups)
        1    0.000    0.000    0.000    0.000 constructor.py:482(FullConstructor)
        7    0.000    0.000    0.000    0.000 __init__.py:442(<genexpr>)
        1    0.000    0.000    0.032    0.032 sizeof.py:264(_register_entry_point_plugins)
        1    0.000    0.000    0.000    0.000 layers.py:327(SimpleShuffleLayer)
        1    0.000    0.000    0.000    0.000 __init__.py:2431(Pack)
        1    0.000    0.000    0.001    0.001 _adapters.py:146(_reader)
        1    0.000    0.000    0.000    0.000 parser.py:376(parse_block_sequence_first_entry)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 openmm.py:15203(SerializationNode)
        1    0.000    0.000    0.000    0.000 openbabel.py:3622(OBConformerScore)
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel._OBResidueAtomIter_swigregister}
        2    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:136(Transpose)
        1    0.000    0.000    0.000    0.000 openbabel.py:220(vectorString)
        1    0.000    0.000    0.000    0.000 __init__.py:821(PathDistribution)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(TemplateNotFound)
        1    0.000    0.000    0.000    0.000 records.py:223(record)
        1    0.000    0.000    0.000    0.000 time_series.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edge_kcomponents.py:241(EdgeComponentAuxGraph)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1532(<dictcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:645(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:753(Prepared)
        1    0.000    0.000    0.000    0.000 nodes.py:575(Const)
        1    0.000    0.000    0.000    0.000 backends.py:54(CreationDispatch)
        1    0.000    0.000    0.000    0.000 registry.py:20(NonMultiplicativeRegistry)
        1    0.000    0.000    0.000    0.000 openmm.py:5841(MonteCarloBarostat)
        1    0.000    0.000    0.000    0.000 openbabel.py:1550(OBError)
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.OBGenericData_swigregister}
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 threading.py:562(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:441(_setdef)
        1    0.000    0.000    0.000    0.000 backends.py:19(DaskBackendEntrypoint)
        1    0.000    0.000    0.000    0.000 quantity.py:100(wrapped)
        1    0.000    0.000    0.000    0.000 context.py:83(BeginContext)
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.vector3_swigregister}
